episode,steps,score,coins,reward,epsilon,killed_self,survived,states_visited
102,400,13,13,-47.26,0.9516,0,1,32
103,400,23,25,-28.96,0.9511,0,1,32
104,400,26,26,-40.66,0.9506,0,1,32
105,400,25,25,-40.06,0.9501,0,1,32
106,400,19,19,-42.76,0.9496,0,1,32
107,400,23,23,-36.96,0.9492,0,1,32
108,400,14,14,-59.16,0.9487,0,1,32
109,400,15,15,-56.01,0.9482,0,1,32
110,400,20,20,-39.86,0.9477,0,1,32
111,400,19,19,-49.76,0.9473,0,1,32
112,400,26,26,-33.71,0.9468,0,1,32
113,400,29,29,-32.76,0.9463,0,1,32
114,400,16,16,-42.36,0.9458,0,1,32
115,400,21,21,-38.76,0.9454,0,1,32
116,400,27,27,-25.96,0.9449,0,1,32
117,400,9,9,-53.96,0.9444,0,1,32
118,400,29,29,-35.36,0.9439,0,1,32
119,400,10,10,-56.46,0.9435,0,1,32
120,400,18,18,-47.26,0.943,0,1,32
121,400,22,22,-31.26,0.9425,0,1,32
122,400,24,24,-42.16,0.9421,0,1,32
123,400,33,33,-30.56,0.9416,0,1,32
124,400,20,20,-40.31,0.9411,0,1,32
125,400,20,20,-45.71,0.9406,0,1,32
126,400,30,30,-22.06,0.9402,0,1,32
127,400,23,23,-34.61,0.9397,0,1,32
128,400,15,15,-43.01,0.9392,0,1,32
129,400,26,26,-40.81,0.9387,0,1,32
130,400,20,20,-37.51,0.9383,0,1,32
131,400,23,23,-39.71,0.9378,0,1,32
132,400,23,25,-43.46,0.9373,0,1,32
133,400,16,16,-57.01,0.9368,0,1,32
134,400,19,19,-40.36,0.9364,0,1,32
135,400,27,27,-33.76,0.9359,0,1,32
136,400,23,23,-37.96,0.9354,0,1,32
137,400,22,22,-48.26,0.9349,0,1,32
138,400,30,30,-26.86,0.9345,0,1,32
139,400,34,34,-25.21,0.934,0,1,32
140,400,26,26,-33.11,0.9335,0,1,32
141,400,16,16,-45.16,0.933,0,1,32
142,400,23,23,-43.91,0.9325,0,1,32
143,400,24,24,-29.76,0.9321,0,1,32
144,400,26,26,-35.91,0.9316,0,1,32
145,400,20,20,-45.71,0.9311,0,1,32
146,400,20,20,-45.06,0.9306,0,1,32
147,400,16,16,-46.91,0.9302,0,1,32
148,400,29,29,-27.46,0.9297,0,1,32
149,400,29,29,-31.81,0.9292,0,1,32
150,400,30,30,-31.81,0.9287,0,1,32
151,400,15,15,-51.36,0.9283,0,1,32
152,400,26,26,-41.76,0.9278,0,1,32
153,400,32,32,-34.71,0.9273,0,1,32
154,400,30,30,-33.96,0.9268,0,1,32
155,400,21,21,-39.01,0.9264,0,1,32
156,400,26,26,-37.31,0.9259,0,1,32
157,400,20,20,-45.91,0.9254,0,1,32
158,400,29,29,-33.06,0.925,0,1,32
159,400,24,24,-33.61,0.9245,0,1,32
160,400,24,24,-36.36,0.924,0,1,32
161,400,20,20,-39.56,0.9235,0,1,32
162,400,25,25,-30.96,0.9231,0,1,32
163,400,21,21,-40.36,0.9226,0,1,32
164,400,29,31,-24.01,0.9221,0,1,32
165,400,33,33,-20.56,0.9216,0,1,32
166,400,19,19,-43.21,0.9212,0,1,32
167,400,32,32,-27.66,0.9207,0,1,32
168,400,17,17,-52.31,0.9202,0,1,32
169,400,26,26,-30.46,0.9197,0,1,32
170,400,34,34,-18.06,0.9193,0,1,32
171,400,12,12,-54.96,0.9188,0,1,32
172,400,21,21,-37.91,0.9183,0,1,32
173,400,20,20,-37.66,0.9178,0,1,32
174,400,15,15,-45.91,0.9173,0,1,32
175,400,20,20,-44.11,0.9169,0,1,32
176,400,18,18,-45.31,0.9164,0,1,32
177,400,23,23,-44.36,0.9159,0,1,32
178,400,21,21,-37.61,0.9154,0,1,32
179,400,17,17,-39.91,0.915,0,1,32
180,400,19,19,-29.21,0.9145,0,1,32
181,400,18,18,-51.16,0.914,0,1,32
182,400,28,28,-28.26,0.9135,0,1,32
183,400,23,23,-36.56,0.9131,0,1,32
184,400,34,34,-24.61,0.9126,0,1,32
185,400,27,27,-30.96,0.9121,0,1,32
186,400,14,14,-47.61,0.9116,0,1,32
187,400,24,24,-35.71,0.9112,0,1,32
188,400,16,16,-43.21,0.9107,0,1,32
189,400,30,30,-22.01,0.9102,0,1,32
190,400,27,29,-21.71,0.9098,0,1,32
191,400,28,28,-28.46,0.9093,0,1,32
192,400,31,31,-34.71,0.9088,0,1,32
193,400,21,21,-44.86,0.9083,0,1,32
194,400,11,11,-50.26,0.9079,0,1,32
195,400,27,27,-30.61,0.9074,0,1,32
196,400,34,34,-24.76,0.9069,0,1,32
197,400,22,22,-41.81,0.9064,0,1,32
198,400,13,13,-51.71,0.906,0,1,32
199,400,17,17,-33.91,0.9055,0,1,32
200,400,31,31,-27.96,0.905,0,1,32
201,400,30,30,-26.31,0.9045,0,1,32
202,400,31,31,-28.76,0.9041,0,1,32
203,400,15,15,-43.71,0.9036,0,1,32
204,400,22,22,-31.16,0.9031,0,1,32
205,400,41,41,-18.51,0.9026,0,1,32
206,400,25,25,-27.31,0.9022,0,1,32
207,400,28,28,-40.26,0.9017,0,1,32
208,400,15,15,-51.96,0.9012,0,1,32
209,400,20,20,-43.66,0.9007,0,1,32
210,400,22,22,-37.76,0.9002,0,1,32
211,400,25,25,-34.61,0.8998,0,1,32
212,400,34,34,-28.36,0.8993,0,1,32
213,400,26,26,-35.91,0.8988,0,1,32
214,400,17,17,-45.51,0.8983,0,1,32
215,400,29,29,-32.36,0.8979,0,1,32
216,400,22,22,-39.71,0.8974,0,1,32
217,400,32,32,-31.06,0.8969,0,1,32
218,400,25,25,-30.41,0.8964,0,1,32
219,400,24,24,-43.01,0.896,0,1,32
220,400,19,21,-39.51,0.8955,0,1,32
221,400,25,25,-36.26,0.895,0,1,32
222,400,29,29,-21.31,0.8945,0,1,32
223,400,23,23,-42.96,0.8941,0,1,32
224,400,22,22,-32.21,0.8936,0,1,32
225,400,17,17,-42.96,0.8931,0,1,32
226,400,26,26,-35.16,0.8926,0,1,32
227,400,20,20,-39.01,0.8922,0,1,32
228,400,26,26,-31.61,0.8917,0,1,32
229,400,28,28,-28.51,0.8912,0,1,32
230,400,28,28,-27.11,0.8908,0,1,32
231,400,24,24,-37.56,0.8903,0,1,32
232,400,24,24,-38.06,0.8898,0,1,32
233,400,29,29,-25.81,0.8893,0,1,32
234,400,21,21,-41.71,0.8889,0,1,32
235,400,25,25,-37.26,0.8884,0,1,32
236,400,36,36,-22.71,0.8879,0,1,32
237,400,36,36,-23.96,0.8874,0,1,32
238,400,23,23,-39.36,0.887,0,1,32
239,400,24,24,-37.76,0.8865,0,1,32
240,400,22,22,-33.11,0.886,0,1,32
241,400,23,23,-40.16,0.8855,0,1,32
242,400,22,22,-34.86,0.8851,0,1,32
243,400,26,26,-19.31,0.8846,0,1,32
244,400,22,22,-36.31,0.8841,0,1,32
245,400,24,24,-38.71,0.8836,0,1,32
246,400,30,30,-27.46,0.8831,0,1,32
247,400,27,27,-35.76,0.8827,0,1,32
248,400,25,25,-33.81,0.8822,0,1,32
249,400,22,22,-37.96,0.8817,0,1,32
250,400,21,21,-38.36,0.8812,0,1,32
251,400,21,21,-47.11,0.8808,0,1,32
252,400,42,42,-16.21,0.8803,0,1,32
253,400,25,25,-36.16,0.8798,0,1,32
254,400,29,29,-23.66,0.8793,0,1,32
255,400,24,24,-38.91,0.8789,0,1,32
256,400,35,35,-22.71,0.8784,0,1,32
257,400,28,28,-32.91,0.8779,0,1,32
258,400,18,18,-45.66,0.8775,0,1,32
259,400,22,22,-40.96,0.877,0,1,32
260,400,23,23,-33.51,0.8765,0,1,32
261,400,34,34,-31.06,0.876,0,1,32
262,400,13,13,-51.41,0.8756,0,1,32
263,400,27,27,-38.26,0.8751,0,1,32
264,400,32,32,-32.91,0.8746,0,1,32
265,400,27,27,-30.21,0.8741,0,1,32
266,400,30,30,-21.06,0.8737,0,1,32
267,400,32,32,-19.51,0.8732,0,1,32
268,400,32,32,-20.46,0.8727,0,1,32
269,400,30,30,-31.71,0.8722,0,1,32
270,400,23,23,-39.56,0.8718,0,1,32
271,400,30,30,-22.21,0.8713,0,1,32
272,400,32,32,-23.66,0.8708,0,1,32
273,400,28,28,-26.06,0.8703,0,1,32
274,400,36,36,-21.16,0.8699,0,1,32
275,400,38,38,-26.86,0.8694,0,1,32
276,400,28,28,-29.36,0.8689,0,1,32
277,400,28,28,-30.66,0.8684,0,1,32
278,400,25,25,-27.16,0.8679,0,1,32
279,400,28,28,-29.11,0.8675,0,1,32
280,400,22,22,-32.41,0.867,0,1,32
281,400,26,26,-31.06,0.8665,0,1,32
282,400,35,35,-21.91,0.866,0,1,32
283,400,26,26,-36.31,0.8656,0,1,32
284,400,27,27,-38.06,0.8651,0,1,32
285,400,33,33,-21.16,0.8646,0,1,32
286,400,33,33,-23.06,0.8641,0,1,32
287,400,35,35,-19.86,0.8637,0,1,32
288,400,37,39,-12.81,0.8632,0,1,32
289,400,41,41,-14.71,0.8627,0,1,32
290,400,28,28,-23.16,0.8622,0,1,32
291,400,31,31,-25.46,0.8618,0,1,32
292,400,26,26,-25.31,0.8613,0,1,32
293,400,29,29,-20.76,0.8608,0,1,32
294,400,30,30,-23.31,0.8603,0,1,32
295,400,30,30,-39.36,0.8599,0,1,32
296,400,33,33,-21.41,0.8594,0,1,32
297,400,37,37,-12.56,0.8589,0,1,32
298,400,29,29,-21.61,0.8585,0,1,32
299,400,29,29,-23.56,0.858,0,1,32
300,400,19,19,-45.51,0.8575,0,1,32
301,400,20,20,-36.11,0.857,0,1,32
302,400,27,27,-22.81,0.8566,0,1,32
303,400,19,19,-45.16,0.8561,0,1,32
304,400,27,27,-36.31,0.8556,0,1,32
305,400,31,31,-22.56,0.8551,0,1,32
306,400,25,27,-29.36,0.8547,0,1,32
307,400,37,37,-15.41,0.8542,0,1,32
308,400,17,17,-47.11,0.8537,0,1,32
309,400,29,29,-26.26,0.8532,0,1,32
310,400,33,33,-23.06,0.8528,0,1,32
311,400,27,27,-33.86,0.8523,0,1,32
312,400,28,28,-27.36,0.8518,0,1,32
313,400,24,24,-29.71,0.8513,0,1,32
314,400,36,36,-19.11,0.8508,0,1,32
315,400,29,29,-26.06,0.8504,0,1,32
316,400,27,27,-24.11,0.8499,0,1,32
317,400,33,33,-27.11,0.8494,0,1,32
318,400,27,27,-29.36,0.8489,0,1,32
319,400,33,33,-26.01,0.8485,0,1,32
320,400,19,21,-32.31,0.848,0,1,32
321,400,28,28,-31.11,0.8475,0,1,32
322,400,21,21,-36.46,0.847,0,1,32
323,400,21,21,-41.76,0.8466,0,1,32
324,400,28,28,-36.61,0.8461,0,1,32
325,400,23,23,-35.76,0.8456,0,1,32
326,400,26,26,-31.16,0.8452,0,1,32
327,400,29,29,-31.16,0.8447,0,1,32
328,400,36,36,-17.11,0.8442,0,1,32
329,400,28,28,-26.96,0.8437,0,1,32
330,400,30,30,-25.26,0.8433,0,1,32
331,400,35,35,-18.56,0.8428,0,1,32
332,400,40,40,-18.21,0.8423,0,1,32
333,400,40,40,-22.36,0.8418,0,1,32
334,400,12,12,-43.11,0.8414,0,1,32
335,400,31,31,-23.41,0.8409,0,1,32
336,400,27,27,-22.11,0.8404,0,1,32
337,400,27,27,-37.01,0.8399,0,1,32
338,400,34,34,-21.01,0.8395,0,1,32
339,400,27,27,-25.01,0.839,0,1,32
340,400,31,31,-28.51,0.8385,0,1,32
341,400,33,33,-20.81,0.838,0,1,32
342,400,34,34,-19.91,0.8376,0,1,32
343,400,26,26,-25.21,0.8371,0,1,32
344,400,32,32,-24.66,0.8366,0,1,32
345,400,37,37,-17.16,0.8361,0,1,32
346,400,30,30,-30.51,0.8357,0,1,32
347,400,44,44,-3.56,0.8352,0,1,32
348,400,37,37,-17.51,0.8347,0,1,32
349,400,41,41,-21.61,0.8342,0,1,32
350,400,31,31,-24.16,0.8337,0,1,32
351,400,33,33,-30.41,0.8333,0,1,32
352,400,37,39,-15.21,0.8328,0,1,32
353,400,30,30,-27.86,0.8323,0,1,32
354,400,39,39,-12.46,0.8318,0,1,32
355,400,32,32,-26.01,0.8314,0,1,32
356,400,29,29,-25.16,0.8309,0,1,32
357,400,41,41,-6.31,0.8304,0,1,32
358,400,30,30,-19.71,0.8299,0,1,32
359,400,21,21,-34.31,0.8295,0,1,32
360,400,27,27,-22.56,0.829,0,1,32
361,400,35,35,-16.11,0.8285,0,1,32
362,400,34,34,-21.06,0.828,0,1,32
363,400,37,37,-8.91,0.8276,0,1,32
364,400,29,29,-22.76,0.8271,0,1,32
365,400,28,28,-21.61,0.8266,0,1,32
366,400,37,37,-19.21,0.8262,0,1,32
367,400,25,25,-25.76,0.8257,0,1,32
368,400,33,33,-19.11,0.8252,0,1,32
369,400,24,24,-27.51,0.8247,0,1,32
370,400,32,32,-28.46,0.8243,0,1,32
371,400,37,37,-18.96,0.8238,0,1,32
372,400,38,38,-15.46,0.8233,0,1,32
373,400,37,37,-22.46,0.8228,0,1,32
374,400,32,32,-22.26,0.8224,0,1,32
375,400,33,33,-18.51,0.8219,0,1,32
376,400,31,31,-20.71,0.8214,0,1,32
377,400,36,36,-21.36,0.8209,0,1,32
378,400,33,33,-18.91,0.8205,0,1,32
379,400,38,40,-24.21,0.82,0,1,32
380,400,33,33,-18.51,0.8195,0,1,32
381,400,35,35,-17.86,0.819,0,1,32
382,400,30,30,-30.16,0.8185,0,1,32
383,400,36,36,-12.91,0.8181,0,1,32
384,400,39,39,-14.06,0.8176,0,1,32
385,400,40,42,-1.21,0.8171,0,1,32
386,400,28,28,-21.91,0.8166,0,1,32
387,400,34,34,-18.31,0.8162,0,1,32
388,400,36,36,-15.06,0.8157,0,1,32
389,400,25,25,-37.71,0.8152,0,1,32
390,400,42,44,-6.61,0.8147,0,1,32
391,400,41,41,-12.86,0.8143,0,1,32
392,400,22,22,-30.66,0.8138,0,1,32
393,400,43,43,-6.66,0.8133,0,1,32
394,400,25,25,-28.61,0.8128,0,1,32
395,400,30,30,-23.01,0.8124,0,1,32
396,400,45,45,-7.26,0.8119,0,1,32
397,400,38,38,-15.56,0.8114,0,1,32
398,400,38,38,-11.31,0.811,0,1,32
399,400,30,32,-18.46,0.8105,0,1,32
400,400,33,33,-15.41,0.81,0,1,32
401,400,29,29,-17.31,0.8095,0,1,32
402,400,29,29,-15.31,0.8091,0,1,32
403,400,36,36,-9.16,0.8086,0,1,32
404,400,33,33,-16.91,0.8081,0,1,32
405,400,28,28,-21.91,0.8076,0,1,32
406,400,30,30,-28.01,0.8072,0,1,32
407,400,37,37,-10.81,0.8067,0,1,32
408,400,33,33,-19.76,0.8062,0,1,32
409,400,40,40,-4.66,0.8057,0,1,32
410,400,37,37,-16.01,0.8053,0,1,32
411,400,31,31,-23.31,0.8048,0,1,32
412,400,36,36,-13.21,0.8043,0,1,32
413,400,31,31,-24.71,0.8038,0,1,32
414,400,38,38,-15.36,0.8034,0,1,32
415,400,36,36,-14.86,0.8029,0,1,32
416,400,39,39,-19.71,0.8024,0,1,32
417,400,35,35,-13.66,0.8019,0,1,32
418,400,17,19,-30.06,0.8014,0,1,32
419,400,29,29,-20.16,0.801,0,1,32
420,400,36,36,-15.71,0.8005,0,1,32
421,400,35,35,-8.66,0.8,0,1,32
422,400,34,34,-23.56,0.7995,0,1,32
423,400,42,42,-6.41,0.7991,0,1,32
424,400,28,28,-22.21,0.7986,0,1,32
425,400,37,37,-9.21,0.7981,0,1,32
426,400,38,38,-7.46,0.7976,0,1,32
427,400,37,37,-11.46,0.7972,0,1,32
428,400,26,26,-29.51,0.7967,0,1,32
429,400,33,33,-25.11,0.7962,0,1,32
430,400,31,31,-23.21,0.7957,0,1,32
431,400,46,46,-5.61,0.7953,0,1,32
432,400,35,35,-14.66,0.7948,0,1,32
433,400,36,36,-14.46,0.7943,0,1,32
434,400,36,36,-25.56,0.7938,0,1,32
435,400,43,43,-2.46,0.7934,0,1,32
436,400,40,40,-2.21,0.7929,0,1,32
437,400,26,26,-22.56,0.7924,0,1,32
438,400,35,35,-11.91,0.792,0,1,32
439,400,29,29,-28.36,0.7915,0,1,32
440,400,43,43,-7.26,0.791,0,1,32
441,400,40,40,-11.81,0.7905,0,1,32
442,400,42,42,-8.51,0.7901,0,1,32
443,400,33,33,-22.26,0.7896,0,1,32
444,400,36,36,-20.31,0.7891,0,1,32
445,400,41,43,2.59,0.7886,0,1,32
446,400,40,40,-8.71,0.7882,0,1,32
447,400,35,35,-9.01,0.7877,0,1,32
448,400,41,41,-6.21,0.7872,0,1,32
449,400,41,41,-14.26,0.7867,0,1,32
450,400,41,41,-11.21,0.7863,0,1,32
451,400,35,35,-15.21,0.7858,0,1,32
452,400,39,39,-6.41,0.7853,0,1,32
453,400,32,34,-19.76,0.7848,0,1,32
454,400,34,34,-22.86,0.7843,0,1,32
455,400,35,35,-16.46,0.7839,0,1,32
456,400,37,37,-19.96,0.7834,0,1,32
457,400,31,31,-23.61,0.7829,0,1,32
458,400,40,40,-5.91,0.7824,0,1,32
459,400,31,31,-21.56,0.782,0,1,32
460,400,35,35,-10.56,0.7815,0,1,32
461,400,39,39,-10.56,0.781,0,1,32
462,400,37,37,-17.76,0.7805,0,1,32
463,400,44,44,-2.66,0.7801,0,1,32
464,400,44,44,-9.21,0.7796,0,1,32
465,400,36,36,-12.36,0.7791,0,1,32
466,400,31,31,-19.16,0.7787,0,1,32
467,400,40,40,-14.76,0.7782,0,1,32
468,400,45,45,-6.61,0.7777,0,1,32
469,400,44,44,-1.36,0.7772,0,1,32
470,400,30,30,-15.71,0.7768,0,1,32
471,400,46,46,-4.56,0.7763,0,1,32
472,400,39,39,-17.26,0.7758,0,1,32
473,400,36,36,-19.06,0.7753,0,1,32
474,400,36,36,-16.81,0.7749,0,1,32
475,400,45,45,-7.06,0.7744,0,1,32
476,400,40,40,-9.51,0.7739,0,1,32
477,400,37,37,-12.66,0.7734,0,1,32
478,400,41,41,-2.51,0.773,0,1,32
479,400,35,35,-13.61,0.7725,0,1,32
480,400,42,42,-4.36,0.772,0,1,32
481,400,43,43,-5.16,0.7715,0,1,32
482,400,39,39,-11.51,0.7711,0,1,32
483,400,34,36,-11.91,0.7706,0,1,32
484,400,40,40,-17.16,0.7701,0,1,32
485,400,44,44,-5.31,0.7696,0,1,32
486,400,40,40,-14.16,0.7692,0,1,32
487,400,48,48,0.14,0.7687,0,1,32
488,400,44,44,-8.41,0.7682,0,1,32
489,400,43,43,-6.71,0.7677,0,1,32
490,400,45,45,-0.66,0.7672,0,1,32
491,400,42,42,-3.36,0.7668,0,1,32
492,400,36,36,-11.91,0.7663,0,1,32
493,400,38,38,-17.26,0.7658,0,1,32
494,400,38,38,-13.96,0.7653,0,1,32
495,400,35,35,-14.41,0.7649,0,1,32
496,400,34,36,-9.01,0.7644,0,1,32
497,400,32,32,-20.86,0.7639,0,1,32
498,400,37,37,-14.31,0.7634,0,1,32
499,400,44,44,-4.56,0.763,0,1,32
500,400,43,43,0.29,0.7625,0,1,32
501,400,44,44,4.99,0.762,0,1,32
502,400,46,46,0.24,0.7615,0,1,32
503,400,42,42,-12.36,0.7611,0,1,32
504,400,38,38,-8.51,0.7606,0,1,32
505,400,48,48,-0.31,0.7601,0,1,32
506,400,45,45,1.69,0.7597,0,1,32
507,400,38,38,-17.31,0.7592,0,1,32
508,400,38,38,-12.76,0.7587,0,1,32
509,400,43,43,-10.46,0.7582,0,1,32
510,400,44,44,-0.66,0.7578,0,1,32
511,400,48,48,2.19,0.7573,0,1,32
512,400,41,41,-8.16,0.7568,0,1,32
513,400,46,46,-5.36,0.7563,0,1,32
514,400,49,49,1.29,0.7559,0,1,32
515,400,41,41,-11.16,0.7554,0,1,32
516,400,36,36,-17.71,0.7549,0,1,32
517,400,24,26,-24.06,0.7544,0,1,32
518,400,32,32,-20.76,0.754,0,1,32
519,400,46,46,6.14,0.7535,0,1,32
520,400,35,35,-7.31,0.753,0,1,32
521,400,41,41,-1.11,0.7525,0,1,32
522,400,47,47,0.54,0.752,0,1,32
523,400,34,34,-16.71,0.7516,0,1,32
524,400,47,47,-2.71,0.7511,0,1,32
525,400,29,29,-18.91,0.7506,0,1,32
526,400,39,39,-10.96,0.7501,0,1,32
527,400,48,48,-4.06,0.7497,0,1,32
528,400,45,45,2.49,0.7492,0,1,32
529,400,34,34,-11.81,0.7487,0,1,32
530,400,44,44,-6.06,0.7483,0,1,32
531,400,33,33,-15.26,0.7478,0,1,32
532,400,44,44,-0.56,0.7473,0,1,32
533,400,46,46,-6.06,0.7468,0,1,32
534,400,35,35,-9.56,0.7464,0,1,32
535,400,32,32,-20.21,0.7459,0,1,32
536,400,41,41,-6.11,0.7454,0,1,32
537,400,47,49,2.24,0.7449,0,1,32
538,400,43,43,-0.71,0.7445,0,1,32
539,400,44,44,1.24,0.744,0,1,32
540,400,42,42,-0.26,0.7435,0,1,32
541,400,45,45,-1.11,0.743,0,1,32
542,400,38,38,-5.26,0.7426,0,1,32
543,400,31,31,-21.06,0.7421,0,1,32
544,400,36,36,-13.96,0.7416,0,1,32
545,400,39,39,-4.31,0.7411,0,1,32
546,400,49,49,-8.11,0.7407,0,1,32
547,400,30,30,-11.76,0.7402,0,1,32
548,400,24,24,-35.31,0.7397,0,1,32
549,400,37,37,-19.61,0.7392,0,1,32
550,400,46,46,5.74,0.7388,0,1,32
551,400,40,40,-6.66,0.7383,0,1,32
552,400,45,47,7.29,0.7378,0,1,32
553,400,44,44,-3.36,0.7373,0,1,32
554,400,44,44,-7.51,0.7369,0,1,32
555,400,38,38,-7.81,0.7364,0,1,32
556,400,49,49,4.54,0.7359,0,1,32
557,400,40,40,-7.46,0.7354,0,1,32
558,400,45,45,-2.01,0.7349,0,1,32
559,400,42,42,0.24,0.7345,0,1,32
560,400,41,41,-0.96,0.734,0,1,32
561,400,42,42,-7.96,0.7335,0,1,32
562,400,43,45,-3.56,0.733,0,1,32
563,400,47,47,5.54,0.7326,0,1,32
564,400,47,47,3.34,0.7321,0,1,32
565,400,45,45,1.19,0.7316,0,1,32
566,400,43,43,-3.91,0.7311,0,1,32
567,400,47,47,3.44,0.7307,0,1,32
568,400,46,48,-3.76,0.7302,0,1,32
569,400,36,38,-1.51,0.7297,0,1,32
570,400,46,46,2.89,0.7292,0,1,32
571,400,39,39,-9.51,0.7288,0,1,32
572,400,37,39,-5.46,0.7283,0,1,32
573,400,47,47,-4.46,0.7278,0,1,32
574,400,43,43,-6.51,0.7274,0,1,32
575,400,47,47,5.54,0.7269,0,1,32
576,400,37,37,-0.56,0.7264,0,1,32
577,400,37,37,-3.36,0.7259,0,1,32
578,400,40,40,-6.41,0.7255,0,1,32
579,400,37,39,-10.51,0.725,0,1,32
580,400,41,41,-5.51,0.7245,0,1,32
581,400,44,44,-7.26,0.724,0,1,32
582,400,46,46,-3.91,0.7236,0,1,32
583,400,49,49,8.14,0.7231,0,1,32
584,400,45,45,3.29,0.7226,0,1,32
